"female","age","race","hispanic","education","income","log_income"
0,51,"White",0,"4+ years college",125000,11.7360690162844
0,75,"White",0,"4+ years college",43600,10.6828124293371
0,28,"White",0,"Some college",40000,10.5966347330961
1,51,"White",0,"4+ years college",80000,11.289781913656
0,50,"Other race, nec",1,"HS",9000,9.10497985631836
1,90,"White",1,"No HS",16600,9.71715797434464
0,52,"White",1,"No HS",37000,10.5186731916264
0,47,"White",0,"HS",20000,9.90348755253613
0,60,"White",0,"Some HS",20000,9.90348755253613
0,82,"White",0,"Some college",55200,10.9187182322652
0,47,"White",0,"HS",75000,11.2252433925184
0,58,"White",0,"HS",14700,9.59560277276683
0,42,"Other Asian or Pacific Islander",0,"4+ years college",30000,10.3089526606443
1,66,"White",0,"Some college",60000,11.0020998412042
1,61,"White",0,"HS",19600,9.88328484521861
1,77,"White",0,"4+ years college",27300,10.2146419811731
1,81,"White",0,"Some HS",15000,9.61580548008435
1,30,"Other race, nec",1,"Some college",60000,11.0020998412042
1,25,"Black/African American/Negro",0,"Some college",20800,9.94270826568941
0,18,"White",1,"HS",6000,8.69951474821019
0,90,"White",0,"HS",18580,9.82984101236783
1,42,"White",0,"Some college",40000,10.5966347330961
0,66,"Chinese",0,"No HS",15000,9.61580548008435
0,46,"Other Asian or Pacific Islander",0,"4+ years college",261000,12.4722756863048
1,36,"White",0,"HS",30000,10.3089526606443
1,30,"White",0,"Some college",17000,9.74096862303835
0,31,"White",1,"HS",4000,8.29404964010203
0,76,"White",0,"HS",61180,11.0215756177049
1,55,"White",0,"HS",25000,10.1266311038503
0,48,"White",0,"HS",40000,10.5966347330961
0,60,"White",0,"4+ years college",49000,10.7995755770928
1,29,"Black/African American/Negro",0,"Some college",20000,9.90348755253613
0,50,"Black/African American/Negro",0,"Some college",58000,10.9681982895286
0,27,"White",0,"Some college",22300,10.0123419574482
1,47,"White",0,"4+ years college",66000,11.0974100210086
0,65,"Black/African American/Negro",0,"HS",65000,11.0821425488778
0,79,"Other Asian or Pacific Islander",0,"4+ years college",12100,9.40096073158483
1,86,"White",0,"HS",364000,12.8049091466189
1,18,"White",0,"HS",4000,8.29404964010203
1,57,"White",0,"4+ years college",45000,10.7144177687525
0,74,"Black/African American/Negro",0,"Some HS",18400,9.82010594359708
0,17,"White",0,"Some HS",360,5.88610403145016
0,30,"White",0,"Some college",56000,10.9331069697173
0,85,"White",0,"Some college",32100,10.3766113091181
1,59,"Other race, nec",1,"Some college",30000,10.3089526606443
0,69,"White",0,"Some college",204230,12.2270020887112
1,75,"White",0,"HS",39660,10.5880984020738
0,63,"White",0,"HS",33600,10.4222813459513
1,51,"White",0,"Some college",107700,11.5871048631445
0,81,"White",1,"4+ years college",54810,10.9116279380402
1,36,"Other Asian or Pacific Islander",0,"4+ years college",45000,10.7144177687525
1,58,"White",1,"No HS",2200,7.69621263934641
1,47,"White",0,"HS",36600,10.5078035193895
1,20,"White",0,"HS",3000,8.00636756765025
0,58,"Other race, nec",1,"Some HS",22500,10.0212705881925
1,82,"White",0,"No HS",7200,8.88183630500415
0,21,"White",1,"Some college",43000,10.6689553946757
1,68,"White",0,"Some college",4500,8.41183267575841
1,72,"White",0,"HS",34500,10.4487146030195
0,64,"White",0,"4+ years college",43000,10.6689553946757
0,48,"Other Asian or Pacific Islander",0,"HS",24000,10.0858091093301
0,50,"White",0,"4+ years college",398000,12.8942072842666
0,47,"White",0,"4+ years college",140020,11.8495405485312
1,59,"White",0,"Some HS",2000,7.60090245954208
1,32,"White",0,"4+ years college",10000,9.21034037197618
1,78,"White",0,"Some college",27600,10.2255710517052
1,51,"Black/African American/Negro",0,"4+ years college",59000,10.9852927228879
1,51,"White",0,"HS",38000,10.5453414387085
1,61,"White",0,"Some college",10,2.30258509299405
0,63,"White",0,"HS",38500,10.5584135202759
1,36,"White",0,"4+ years college",66000,11.0974100210086
0,35,"White",0,"Some college",17100,9.74683374249075
1,38,"Black/African American/Negro",0,"4+ years college",85000,11.3504065354725
1,17,"White",0,"Some HS",3000,8.00636756765025
0,25,"White",0,"Some college",35000,10.4631033404715
0,48,"White",1,"4+ years college",75000,11.2252433925184
0,42,"White",0,"Some college",10000,9.21034037197618
1,39,"Black/African American/Negro",0,"HS",60000,11.0020998412042
0,18,"White",0,"HS",30000,10.3089526606443
1,66,"White",0,"HS",32700,10.3951303568853
0,47,"White",0,"HS",24900,10.1226230824528
0,25,"Black/African American/Negro",0,"HS",15000,9.61580548008435
1,67,"White",0,"HS",18400,9.82010594359708
1,68,"Black/African American/Negro",0,"HS",24000,10.0858091093301
1,68,"White",0,"4+ years college",55000,10.9150884642146
1,43,"White",0,"4+ years college",93000,11.4403547721354
1,75,"White",0,"HS",35800,10.4857031723888
0,57,"White",0,"HS",48000,10.77895628989
0,35,"White",1,"HS",25000,10.1266311038503
1,22,"White",0,"Some college",900,6.80239476332431
0,30,"White",1,"HS",23400,10.0604913013458
0,58,"White",0,"Some college",38000,10.5453414387085
1,63,"Black/African American/Negro",0,"HS",8400,9.03598698483141
1,69,"White",0,"4+ years college",49800,10.8157702630127
1,23,"White",0,"Some college",11200,9.32366905728319
0,21,"Black/African American/Negro",0,"Some college",44500,10.7032444681543
1,32,"White",0,"4+ years college",80000,11.289781913656
0,55,"White",0,"4+ years college",70000,11.1562505210315
0,84,"White",0,"Some college",35800,10.4857031723888
0,52,"White",0,"HS",20000,9.90348755253613
1,27,"White",0,"4+ years college",12000,9.39266192877014
1,75,"White",0,"4+ years college",94600,11.45741275504
0,52,"White",0,"4+ years college",396000,12.8891694902366
1,39,"Other Asian or Pacific Islander",0,"Some college",31700,10.3640719598654
1,41,"White",0,"4+ years college",25000,10.1266311038503
0,21,"White",0,"Some college",6500,8.77955745588373
1,56,"Black/African American/Negro",0,"Some college",50000,10.8197782844103
1,43,"Black/African American/Negro",0,"4+ years college",25000,10.1266311038503
0,37,"Other race, nec",1,"HS",15000,9.61580548008435
1,46,"White",0,"Some college",55000,10.9150884642146
0,36,"Two major races",0,"Some HS",70000,11.1562505210315
0,46,"White",0,"4+ years college",137000,11.8277362048103
0,89,"White",0,"4+ years college",44600,10.7054891380082
1,94,"White",0,"4+ years college",14300,9.568014816248
1,24,"White",0,"HS",19100,9.85744361403472
1,71,"White",0,"HS",10000,9.21034037197618
1,28,"White",0,"4+ years college",4800,8.47637119689598
0,66,"White",0,"HS",40000,10.5966347330961
1,55,"White",0,"4+ years college",432000,12.9761808672262
1,69,"White",0,"HS",15400,9.64212278840172
1,31,"White",1,"HS",33000,10.4042628404486
1,30,"White",0,"4+ years college",28500,10.2576593662567
1,21,"White",0,"4+ years college",40000,10.5966347330961
0,57,"White",0,"4+ years college",121600,11.7084922485142
0,36,"Black/African American/Negro",0,"No HS",1200,7.09007683577609
0,59,"White",0,"4+ years college",45000,10.7144177687525
1,21,"White",0,"Some college",27000,10.2035921449865
0,33,"Two major races",0,"HS",25700,10.1542462708833
1,58,"White",0,"4+ years college",120400,11.6985748118569
0,67,"American Indian or Alaska Native",0,"HS",62200,11.0381102787273
1,81,"White",1,"Some HS",5900,8.68270762989381
1,61,"White",0,"HS",57600,10.961277846684
0,68,"White",0,"No HS",9900,9.20029003612268
0,58,"White",0,"HS",75000,11.2252433925184
0,49,"White",0,"4+ years college",130000,11.7752897294377
0,65,"White",0,"Some college",55000,10.9150884642146
1,42,"White",0,"4+ years college",9400,9.14846496825809
1,41,"White",0,"4+ years college",10100,9.22029070282935
0,57,"Black/African American/Negro",1,"HS",60000,11.0020998412042
1,33,"White",0,"4+ years college",40000,10.5966347330961
0,69,"White",0,"4+ years college",141100,11.8572241378409
1,48,"Japanese",0,"4+ years college",140000,11.8493977015914
0,43,"White",0,"HS",67000,11.1124478983731
1,67,"Two major races",0,"Some HS",14400,9.57498348556409
0,25,"White",0,"HS",24000,10.0858091093301
0,34,"White",0,"Some college",85000,11.3504065354725
0,67,"White",0,"Some college",79600,11.2847693718325
0,41,"White",0,"4+ years college",52000,10.8589989975636
1,56,"White",0,"HS",7500,8.9226582995244
0,83,"White",0,"No HS",23400,10.0604913013458
1,16,"White",0,"Some HS",300,5.7037824746562
0,48,"White",1,"No HS",18000,9.7981270368783
1,21,"Black/African American/Negro",0,"HS",25000,10.1266311038503
1,76,"White",0,"4+ years college",16700,9.72316399840485
0,35,"White",0,"Some college",50500,10.8297286152635
1,57,"Other race, nec",1,"HS",70800,11.1676142796818
1,27,"Other Asian or Pacific Islander",0,"4+ years college",4000,8.29404964010203
1,44,"White",0,"HS",620,6.42971947803914
0,39,"White",0,"4+ years college",37400,10.5294259834026
0,52,"White",0,"4+ years college",120000,11.6952470217642
1,30,"Black/African American/Negro",0,"Some college",20000,9.90348755253613
0,69,"Three or more major races",0,"4+ years college",45120,10.7170808861719
0,59,"Black/African American/Negro",0,"HS",25000,10.1266311038503
1,24,"Chinese",0,"4+ years college",38000,10.5453414387085
0,28,"Other race, nec",1,"Some HS",36400,10.5023240536248
1,38,"White",0,"Some college",6000,8.69951474821019
1,81,"White",0,"HS",21300,9.96646235169752
1,78,"Black/African American/Negro",0,"Some HS",17900,9.79255599182885
1,26,"Black/African American/Negro",0,"Some college",9000,9.10497985631836
0,60,"White",0,"HS",15000,9.61580548008435
0,57,"Black/African American/Negro",0,"Some college",60000,11.0020998412042
0,36,"White",0,"Some college",64000,11.0666383623418
1,20,"White",0,"Some college",12800,9.45720044990771
0,21,"White",0,"HS",36000,10.4912742174382
1,31,"White",0,"4+ years college",73020,11.1984886552096
0,40,"White",0,"4+ years college",110000,11.6082356447746
0,60,"White",0,"HS",80000,11.289781913656
0,56,"White",0,"HS",37300,10.5267486056319
0,61,"White",0,"HS",45000,10.7144177687525
1,29,"Black/African American/Negro",0,"4+ years college",23900,10.0816337379196
1,41,"White",0,"HS",7000,8.85366542803745
1,33,"Other Asian or Pacific Islander",0,"HS",33000,10.4042628404486
1,47,"White",0,"4+ years college",85004,11.3504535931888
0,21,"Black/African American/Negro",0,"Some college",1000,6.90775527898214
1,74,"White",0,"HS",12500,9.43348392329039
0,75,"White",0,"Some college",36600,10.5078035193895
1,40,"Other race, nec",1,"4+ years college",12000,9.39266192877014
1,57,"Black/African American/Negro",0,"HS",150000,11.9183905730784
1,59,"White",0,"Some college",22200,10.0078475678604
0,33,"Black/African American/Negro",0,"HS",46000,10.7363966754712
0,60,"White",0,"HS",96100,11.4731445949584
0,64,"White",0,"4+ years college",63000,11.0508900053737
1,35,"Three or more major races",0,"4+ years college",47000,10.7579028806922
0,45,"Two major races",0,"Some college",58000,10.9681982895286
0,24,"White",0,"No HS",13000,9.47270463644367
1,22,"Black/African American/Negro",0,"HS",8800,9.0825070004663
1,48,"White",0,"4+ years college",102000,11.5327280922664
0,21,"White",0,"4+ years college",2500,7.82404601085629
0,25,"White",0,"HS",30000,10.3089526606443
1,80,"White",0,"Some college",19200,9.86266555801587
0,22,"White",0,"HS",34000,10.4341158035983
0,54,"White",0,"Some college",100000,11.5129254649702
0,53,"White",0,"Some college",65000,11.0821425488778
1,60,"White",0,"HS",7200,8.88183630500415
1,31,"White",0,"4+ years college",110000,11.6082356447746
0,59,"White",0,"HS",15000,9.61580548008435
1,22,"White",1,"HS",5000,8.51719319141624
0,30,"White",0,"4+ years college",51000,10.8395809117065
1,46,"White",0,"4+ years college",60000,11.0020998412042
0,37,"White",0,"4+ years college",55000,10.9150884642146
0,84,"White",0,"4+ years college",54400,10.904119432844
0,64,"White",0,"HS",31000,10.3417424834673
0,31,"White",0,"4+ years college",65000,11.0821425488778
1,66,"White",0,"HS",7200,8.88183630500415
0,65,"White",0,"4+ years college",106000,11.5711943730942
1,43,"White",0,"HS",10000,9.21034037197618
0,34,"White",0,"HS",120000,11.6952470217642
0,27,"White",0,"Some HS",4000,8.29404964010203
0,28,"Other Asian or Pacific Islander",0,"HS",35000,10.4631033404715
1,39,"White",0,"Some college",67000,11.1124478983731
1,29,"White",1,"4+ years college",75000,11.2252433925184
0,68,"White",0,"HS",19200,9.86266555801587
1,53,"White",0,"HS",42500,10.6572593549125
0,78,"White",0,"No HS",6000,8.69951474821019
0,32,"Black/African American/Negro",0,"HS",32300,10.3828225092107
0,64,"White",0,"HS",86000,11.3621025752356
1,79,"White",0,"HS",14600,9.58877680769643
0,27,"White",0,"4+ years college",3000,8.00636756765025
1,70,"White",0,"HS",25200,10.1345992734995
1,88,"White",0,"HS",13000,9.47270463644367
1,49,"Other Asian or Pacific Islander",0,"4+ years college",50000,10.8197782844103
0,87,"White",0,"Some college",19700,9.88837391472608
1,74,"White",0,"HS",11300,9.33255800470043
1,75,"Black/African American/Negro",0,"HS",8400,9.03598698483141
0,64,"White",0,"HS",52200,10.8628377738707
0,20,"White",0,"Some HS",31200,10.3481733737976
0,19,"White",0,"HS",2100,7.64969262371151
1,37,"White",0,"4+ years college",6000,8.69951474821019
0,35,"Other race, nec",1,"No HS",19200,9.86266555801587
0,53,"White",1,"4+ years college",152000,11.9316357998284
1,41,"Other race, nec",1,"No HS",18700,9.83627880284268
0,55,"American Indian or Alaska Native",0,"Some college",81000,11.3022044336546
1,40,"White",0,"Some college",1500,7.3132203870903
1,85,"White",0,"Some college",37600,10.534759329378
0,37,"Other Asian or Pacific Islander",0,"HS",45000,10.7144177687525
0,19,"Black/African American/Negro",0,"HS",980,6.88755257166462
0,74,"White",0,"Some college",78400,11.2695792063385
1,56,"White",0,"4+ years college",417500,12.942039823273
1,19,"White",0,"Some college",500,6.21460809842219
1,34,"Japanese",0,"4+ years college",49000,10.7995755770928
0,26,"White",0,"4+ years college",91500,11.4240942512636
0,83,"White",0,"HS",23900,10.0816337379196
1,24,"White",0,"HS",26000,10.1658518170036
1,52,"White",0,"4+ years college",85400,11.3551013797767
0,84,"White",0,"HS",15000,9.61580548008435
1,62,"White",0,"Some college",35000,10.4631033404715
0,44,"White",0,"4+ years college",114000,11.6439537273766
1,27,"White",0,"Some college",21600,9.98044859367226
1,69,"White",0,"HS",15400,9.64212278840172
0,63,"White",0,"4+ years college",59000,10.9852927228879
1,78,"White",0,"Some college",120300,11.6977439019628
1,26,"White",1,"Some college",25000,10.1266311038503
0,60,"White",1,"Some college",9800,9.19013766465866
0,60,"Chinese",0,"HS",20000,9.90348755253613
1,51,"White",0,"Some college",36370,10.501499537981
0,58,"White",0,"4+ years college",39200,10.5764320257786
0,45,"White",0,"Some college",60000,11.0020998412042
0,52,"White",0,"HS",150000,11.9183905730784
0,23,"Other race, nec",1,"HS",20000,9.90348755253613
1,71,"White",0,"HS",12000,9.39266192877014
0,38,"White",0,"4+ years college",48000,10.77895628989
0,65,"White",0,"Some college",81000,11.3022044336546
0,36,"Other Asian or Pacific Islander",0,"Some college",40000,10.5966347330961
0,21,"White",0,"Some college",13000,9.47270463644367
1,50,"White",0,"4+ years college",170000,12.0435537160324
1,65,"White",0,"HS",7000,8.85366542803745
0,68,"White",0,"HS",15300,9.63560810738053
0,73,"White",0,"4+ years college",54500,10.9059559806513
0,23,"White",0,"4+ years college",52000,10.8589989975636
1,51,"White",0,"4+ years college",70000,11.1562505210315
0,26,"White",0,"Some college",77000,11.2515607008358
0,72,"White",1,"4+ years college",43800,10.6873890963645
0,25,"White",1,"Some college",45000,10.7144177687525
1,35,"White",1,"HS",12000,9.39266192877014
0,82,"White",0,"No HS",20400,9.92329017983231
1,70,"White",0,"Some college",52200,10.8628377738707
1,29,"White",0,"Some college",10000,9.21034037197618
1,26,"White",0,"4+ years college",50300,10.8257603560878
1,29,"Other race, nec",1,"4+ years college",24000,10.0858091093301
1,20,"White",0,"HS",5000,8.51719319141624
1,69,"Chinese",0,"Some college",152200,11.9329507244097
0,30,"White",0,"4+ years college",90000,11.4075649493124
1,50,"White",0,"Some HS",10000,9.21034037197618
1,41,"Black/African American/Negro",0,"4+ years college",87000,11.3736633976367
0,78,"Black/African American/Negro",0,"Some HS",90000,11.4075649493124
1,82,"White",0,"Some HS",8100,8.99961934066053
1,57,"Black/African American/Negro",0,"Some HS",8800,9.0825070004663
0,36,"White",0,"Some college",12400,9.42545175159313
1,42,"Black/African American/Negro",0,"4+ years college",91200,11.4208101760624
1,48,"White",0,"Some college",25000,10.1266311038503
1,69,"White",0,"HS",13100,9.48036750918924
0,67,"White",0,"HS",111400,11.6208826064753
0,43,"Three or more major races",0,"4+ years college",229000,12.3414772825364
0,76,"Black/African American/Negro",0,"Some college",26200,10.1735146897492
0,26,"White",0,"4+ years college",37300,10.5267486056319
1,64,"White",0,"Some college",45800,10.7320393701023
0,27,"White",0,"No HS",10000,9.21034037197618
0,68,"White",0,"4+ years college",38500,10.5584135202759
0,45,"Black/African American/Negro",0,"Some college",15000,9.61580548008435
0,48,"White",0,"Some college",25200,10.1345992734995
